id,age,level,height,weight,waist,hip,income,bmi
771,64,1,138,55,94,88,1,29
772,69,1,148,49,86,89,2,23
773,47,5,163,68,83,94,3,25
774,58,1,159,63,93,95,6,25
775,60,1,160,53,84,89,1,21
776,48,2,158,52,71,86,2,21
777,49,2,169,73,85,94,5,25
778,43,3,166,52,73,86,3,19
779,65,1,145,55,90,93,1,26
780,57,5,174,73,87,96,6,24
781,53,3,154,53,74,89,6,23
782,41,5,168,50,65,81,4,18
783,40,6,157,54,70,92,4,22
784,50,2,169,80,93,99,1,28
785,45,2,148,68,90,98,1,31
786,69,1,155,57,79,86,2,24
787,65,1,146,51,80,86,2,24
788,67,1,150,57,96,87,1,25
789,66,3,167,72,93,94,3,26
790,45,1,162,59,77,88,1,23
791,62,1,152,59,91,98,1,26
792,56,2,157,56,79,87,2,23
793,40,2,157,60,82,96,5,24
794,64,3,158,64,87,93,1,26
795,43,2,151,48,68,94,2,21
796,59,2,155,54,77,84,1,23
797,49,2,157,65,95,96,3,26
798,41,2,153,58,81,91,1,25
799,64,1,160,57,81,97,1,22
800,58,2,165,72,92,97,3,27
801,51,2,152,65,88,100,2,28
802,45,1,150,71,94,102,3,32
803,63,1,161,60,78,88,1,23
804,62,3,162,66,82,94,3,25
805,52,3,174,80,93,102,3,27
806,49,1,160,87,106,106,2,34
807,68,3,145,48,86,85,3,23
808,43,1,155,62,84,96,4,26
809,66,1,156,49,63,84,1,20
810,60,1,156,63,89,98,3,26
811,42,1,169,74,88,97,3,26
812,42,1,160,65,79,99,3,26
813,63,1,166,54,81,85,2,20
814,49,1,152,70,86,100,4,30
815,46,3,158,59,75,97,3,24
816,42,3,160,60,78,90,5,23
817,67,1,139,41,78,89,2,21
818,69,1,162,56,78,89,1,21
819,61,1,146,42,69,81,1,20
820,58,4,156,48,78,82,3,20
821,64,1,150,66,103,108,1,29
822,61,1,159,66,94,100,2,26
823,63,5,159,66,94,93,3,26
824,59,2,158,60,81,95,3,24
825,50,1,161,65,95,100,3,25
826,57,2,174,64,83,95,2,21
827,63,1,138,32,66,82,1,17
828,64,3,160,62,82,99,1,24
829,67,1,160,52,79,91,1,20
830,65,1,164,66,87,95,1,25
831,69,1,149,36,64,83,1,16
832,56,1,151,53,85,85,2,23
833,70,2,159,58,83,89,1,23
834,65,1,140,48,78,91,1,25
835,41,2,168,60,74,94,2,21
836,57,2,174,75,95,103,1,25
837,46,1,173,65,80,95,1,22
838,54,2,160,63,86,92,2,25
839,51,1,158,62,86,93,2,25
840,48,3,176,74,85,95,5,24
841,43,2,166,67,85,94,1,24
842,40,2,154,62,82,94,1,26
843,54,3,159,74,98,103,2,29
844,68,1,146,49,79,90,1,23
845,68,1,155,60,93,98,1,25
846,67,1,142,48,91,97,1,24
847,63,5,164,79,99,103,5,29
848,64,2,147,50,83,89,1,23
849,49,4,171,79,96,101,2,27
850,45,3,173,64,76,92,3,21
851,43,2,160,63,78,94,3,25
852,52,5,175,66,83,94,5,22
853,50,3,154,55,77,92,4,23
854,65,2,161,74,103,106,1,29
855,58,1,164,82,100,111,1,31
856,54,1,148,60,90,99,1,27
857,59,6,178,84,96,99,7,27
858,50,2,162,62,75,92,5,24
859,48,2,153,59,80,90,5,25
860,62,1,143,46,71,90,1,23
861,54,1,159,64,86,102,3,25
862,50,2,158,71,95,105,1,29
863,44,1,154,64,90,95,6,27
864,48,2,155,57,81,89,6,24
865,43,2,152,62,84,97,7,27
866,40,1,158,76,99,105,7,30
867,48,3,175,76,87,96,5,25
868,48,3,157,56,78,90,5,23
869,56,3,169,71,86,98,3,25
870,63,1,151,59,93,95,1,26
871,65,1,153,82,111,111,1,35
872,49,2,165,73,92,98,2,27
873,67,1,167,81,103,105,1,29
874,66,1,162,60,84,93,1,23
875,67,1,145,34,75,76,1,16
876,57,1,151,63,97,97,1,27
877,63,1,152,48,77,86,1,21
878,63,1,147,42,67,85,1,19
879,68,1,163,50,89,86,1,19
880,63,2,144,63,93,105,1,30
881,40,2,147,57,76,93,2,26
882,67,1,161,60,86,92,1,23
883,56,1,161,51,84,87,2,20
884,55,1,174,88,103,106,2,29
885,52,1,153,56,83,92,1,24
886,60,1,162,49,74,83,2,19
887,56,1,153,47,75,87,3,21
888,68,1,158,47,71,82,1,19
889,52,1,153,60,83,95,3,26
890,67,1,158,61,89,91,1,25
891,52,1,159,61,75,95,4,24
892,59,1,146,57,96,95,2,27
893,57,1,175,85,102,103,3,28
894,46,1,165,66,91,93,3,24
895,55,2,153,53,74,85,6,23
896,48,2,160,60,83,104,6,24
897,66,1,156,60,85,94,2,25
898,60,1,154,44,68,86,1,19
899,67,1,160,58,82,93,1,23
900,68,1,142,48,74,89,1,24
901,61,1,166,51,67,85,1,19
902,54,1,154,58,81,94,1,24
903,66,1,165,52,79,85,1,19
904,60,1,147,50,75,88,1,23
905,64,2,158,55,77,90,5,22
906,61,1,158,53,89,87,2,21
907,45,2,152,58,84,95,3,25
908,47,2,170,76,88,97,2,26
909,57,3,161,50,73,86,2,19
910,52,2,162,64,86,99,2,24
911,52,2,158,54,75,91,7,22
912,45,2,155,66,90,96,8,27
913,48,3,163,69,97,96,2,26
914,49,2,158,64,82,94,2,26
915,42,3,164,66,90,95,4,24
916,40,3,150,54,76,93,4,24
917,54,2,156,62,84,94,3,25
918,42,1,154,57,85,93,3,24
919,65,1,149,46,80,87,1,21
920,46,1,167,74,86,97,5,27
921,44,3,157,72,94,101,5,29
922,62,1,149,64,92,95,1,29
923,63,1,161,52,85,86,1,20
924,40,3,170,62,77,92,4,22
925,47,1,162,65,89,100,3,25
926,60,1,171,59,78,94,3,20
927,56,1,157,45,61,80,1,18
928,54,2,150,60,93,97,1,27
929,62,1,145,52,90,99,3,25
930,54,1,155,58,82,90,2,24
931,60,1,154,48,85,87,2,20
932,64,1,151,49,82,92,1,22
933,66,1,145,64,98,103,1,30
934,68,1,149,56,94,98,2,25
935,62,1,150,60,82,94,1,27
936,63,3,144,47,80,90,1,23
937,61,1,151,52,78,89,2,23
938,60,1,144,54,90,92,1,26
939,63,1,156,62,81,97,1,26
940,40,3,156,50,75,88,3,20
941,40,3,167,48,65,83,3,17
942,59,1,152,56,87,94,1,24
943,44,2,163,57,89,95,3,21
944,57,2,154,54,87,94,2,23
945,60,1,150,59,93,96,1,26
946,40,5,157,53,74,93,3,21
947,52,6,164,75,89,97,6,28
948,43,5,176,81,90,100,5,26
949,65,1,146,48,78,85,1,23
950,43,2,153,62,83,93,3,27
951,67,1,148,42,74,87,3,19
952,51,1,158,59,86,93,1,24
953,40,1,162,60,79,91,2,23
954,64,1,152,66,101,95,1,28
955,39,2,159,76,91,103,2,30
956,66,1,152,54,90,95,3,23
957,40,2,151,61,81,90,2,27
958,52,2,157,60,81,95,5,24
959,41,1,157,80,103,105,3,33
960,68,1,153,56,90,96,1,24
961,60,3,158,67,91,97,1,27
962,40,3,170,64,85,90,7,22
963,66,1,148,53,88,89,1,24
964,68,2,159,62,92,90,1,25
965,48,2,156,90,99,116,1,37
966,68,3,169,56,76,89,2,20
967,49,2,157,60,83,95,3,24
968,67,1,160,53,79,90,1,21
969,55,3,168,69,92,89,3,24
970,51,3,160,59,78,96,3,23
971,50,1,155,62,85,99,3,26
972,47,1,165,62,85,93,3,23
973,49,1,162,64,86,92,2,25
974,47,1,150,50,76,85,2,22
975,44,2,149,61,80,95,2,27
976,69,1,154,63,95,98,1,26
977,63,1,163,70,90,97,1,27
978,55,1,154,64,93,96,1,27
979,44,5,150,61,83,99,4,27
980,67,1,150,73,105,102,1,33
981,46,3,168,74,87,96,2,26
982,41,2,165,63,80,91,2,23
983,55,1,152,69,94,104,2,30
984,65,2,164,72,97,99,3,27
985,62,1,159,65,86,95,3,26
986,65,1,147,49,81,88,4,23
987,62,1,154,58,89,93,2,24
988,43,3,172,72,88,96,4,25
989,51,1,165,63,83,90,2,23
990,70,1,169,68,81,99,1,24
991,69,3,166,58,82,92,1,21
992,65,1,163,68,85,96,1,26
993,46,2,168,64,86,89,1,23
994,42,1,168,68,82,95,1,24
995,42,3,165,62,79,89,3,23
996,67,1,165,59,78,94,2,22
997,43,3,153,54,75,86,2,23
998,44,3,165,78,97,100,3,29
999,62,1,153,57,91,96,1,24
1000,40,3,182,84,99,104,4,25
1001,63,1,151,45,71,89,1,20
1002,60,1,154,55,85,94,1,23
1003,66,1,169,62,85,95,1,22
1004,63,1,139,55,87,100,1,28
1005,60,3,169,86,98,104,4,30
1006,48,2,157,75,104,110,2,30
1007,69,1,150,52,84,95,1,23
1008,48,2,148,61,90,96,3,28
1009,66,1,140,57,81,98,1,29
1010,44,2,163,67,86,90,2,25
1011,68,3,162,61,87,98,1,23
1012,65,1,153,57,96,100,1,25
1013,67,1,145,64,97,107,1,30
1014,69,1,154,57,77,98,1,24
1015,43,2,148,57,82,99,2,26
1016,51,2,161,69,91,97,6,27
1017,44,1,159,75,98,106,4,30
1018,70,1,170,58,75,100,1,20
1019,42,2,163,57,83,91,3,24
1020,63,1,147,45,79,87,1,21
1021,46,4,162,68,88,96,4,26
1022,51,2,162,76,94,97,1,29
1023,49,2,156,64,92,95,1,26
1024,52,5,182,69,77,95,3,21
1025,41,4,175,78,88,101,3,26
1026,49,1,170,56,72,86,2,19
1027,49,2,161,72,91,96,5,28
1028,44,2,153,49,70,88,5,21
1029,64,1,150,56,87,93,1,25
1030,43,3,163,63,76,97,7,24
1031,42,4,164,72,88,98,7,27
1032,45,2,157,52,67,88,4,21
1033,44,2,174,74,88,95,3,25
1034,41,6,173,70,82,93,1,23
1035,41,5,158,45,63,83,2,18
1036,48,2,151,60,86,96,2,26
1037,57,1,166,71,92,95,2,26
1038,54,1,158,51,78,86,2,20
1039,69,1,146,51,85,92,1,23
1040,67,3,164,59,84,94,1,22
1041,67,1,165,65,78,103,1,24
1042,50,2,164,54,75,85,1,20
1043,64,1,160,70,98,96,2,27
1044,61,1,137,53,88,93,1,28
1045,59,1,150,55,81,91,2,25
1046,52,2,160,57,79,89,2,22
1047,43,3,171,69,85,94,6,24
1048,44,1,159,78,96,105,2,31
1049,42,2,153,60,78,101,6,26
1050,69,1,150,59,87,95,1,26
1051,59,1,162,61,80,90,2,23
1052,49,1,162,56,77,90,1,21
1053,62,1,155,60,87,94,1,25
1054,54,1,149,69,98,103,3,31
1055,61,2,156,62,86,92,2,26
1056,69,1,148,49,70,91,1,22
1057,58,1,173,63,77,93,2,21
1058,49,1,153,74,90,108,1,32
1059,49,1,162,69,89,96,1,26
1060,58,3,150,48,71,89,1,22
1061,57,1,151,54,85,92,2,24
1062,53,1,148,45,69,85,1,20
1063,68,2,156,42,68,81,1,17
1064,68,1,150,51,82,91,1,23
1065,50,3,155,52,73,94,6,22
1066,68,1,159,57,85,93,1,22
1067,61,1,146,53,84,94,2,25
1068,46,3,169,77,92,98,4,27
1069,60,2,176,81,95,105,1,26
1070,58,1,154,64,93,95,1,27
1071,43,6,168,81,101,100,2,29
1072,66,1,145,48,88,87,7,23
1073,54,1,145,54,81,87,1,26
1074,56,2,163,65,85,92,3,25
1075,52,2,153,61,84,92,3,26
1076,55,3,159,73,94,93,1,29
1077,43,4,181,73,82,89,3,22
1078,63,1,157,63,90,91,2,25
1079,58,1,161,62,84,87,2,24
1080,64,1,162,69,90,93,1,26
1081,62,1,156,60,94,91,1,25
1082,58,1,158,51,76,81,1,20
1083,65,3,162,55,74,89,3,21
1084,46,2,150,57,84,89,3,25
1085,44,2,168,58,75,82,2,21
1086,64,1,145,47,81,82,1,22
1087,58,2,154,46,66,91,1,19
1088,55,1,156,63,90,90,3,26
1089,56,1,156,58,76,91,3,24
1090,68,1,149,53,93,89,1,24
1091,55,2,158,66,88,89,2,27
1092,55,1,160,47,73,82,1,18
1093,52,4,166,71,92,93,5,26
1094,53,2,159,60,84,84,2,24
1095,49,2,148,56,79,91,2,26
1096,47,3,177,77,89,94,3,24
1097,57,2,166,66,90,88,1,24
1098,67,1,163,60,87,87,1,23
1099,69,1,142,50,89,90,1,25
1100,68,1,153,57,97,93,1,24
1101,43,2,171,67,83,93,1,23
1102,44,3,169,72,91,91,3,25
1103,67,1,153,55,85,93,2,23
1104,63,1,159,55,83,88,2,22
1105,69,1,153,57,94,94,2,24
1106,56,1,158,70,103,96,1,28
1107,68,1,153,82,114,107,1,35
1108,56,1,150,53,87,89,1,23
1109,41,4,168,58,76,86,3,21
1110,54,1,159,49,74,81,2,19
1111,57,1,141,45,80,84,1,23
1112,60,1,150,55,81,92,2,24
1113,61,2,165,61,81,88,1,22
1114,66,1,149,58,91,89,2,26
1115,55,1,163,65,84,90,1,25
1116,61,1,151,57,86,89,2,25
1117,46,3,166,70,82,90,8,25
1118,62,1,149,46,76,81,5,21
1119,69,1,147,51,76,86,1,23
1120,58,1,167,69,85,93,1,25
1121,49,3,171,71,81,92,5,25
1122,46,3,152,59,86,90,5,26
1123,64,1,145,57,91,96,1,27
1124,49,1,166,68,89,89,2,25
1125,60,1,149,61,98,95,2,28
1126,67,1,172,63,79,98,1,22
1127,42,2,152,55,76,93,5,24
1128,58,1,155,66,92,103,1,27
1129,54,3,165,69,85,94,3,25
1130,47,2,156,76,88,101,3,31
1131,45,1,164,52,71,89,1,19
1132,67,1,149,53,85,95,1,24
1133,60,2,165,53,72,82,2,20
1134,55,1,149,46,76,81,1,21
1135,65,1,154,54,82,99,1,23
1136,52,2,156,60,87,98,2,25
1137,48,2,162,72,94,102,2,27
1138,64,1,146,46,84,93,1,22
1139,56,1,142,40,70,80,2,20
1140,55,1,164,58,73,94,1,22
1141,50,1,149,46,77,88,1,21
1142,58,2,167,75,96,103,2,27
1143,53,1,158,61,88,99,2,25
1144,40,2,153,47,67,91,4,20
1145,51,1,148,48,73,85,2,22
1146,69,1,160,47,70,88,2,18
1147,64,1,143,60,93,102,1,30
1148,46,2,176,67,85,91,2,23
1149,63,1,148,57,90,98,1,26
1150,60,1,153,43,71,87,1,18
1151,48,5,167,76,95,105,5,27
1152,43,2,168,54,79,82,3,19
1153,56,2,162,73,90,92,5,28
1154,63,1,146,47,86,85,1,22
1155,57,1,138,38,67,75,2,20
1156,69,3,177,77,94,96,2,25
1157,64,1,147,61,97,94,1,28
1158,61,1,162,71,95,98,3,27
1159,60,2,169,55,75,85,1,19
1160,60,1,166,58,76,83,1,21
1161,48,2,162,61,77,93,3,23
1162,53,1,151,58,91,93,2,25
1163,64,1,151,66,93,96,1,29
1164,42,5,180,83,91,96,6,26
1165,60,2,166,63,87,89,3,23
1166,58,2,156,43,65,77,1,18
1167,56,1,154,63,90,92,2,27
1168,53,1,158,67,92,90,1,27
1169,45,2,156,49,73,83,2,20
1170,58,2,156,56,80,86,1,23
1171,57,3,177,78,93,97,2,25
1172,67,1,161,64,89,91,1,25
1173,64,1,152,47,81,84,1,20
1174,66,1,147,56,87,94,1,26
1175,45,1,153,68,91,92,1,29
1176,69,1,153,62,92,93,1,26
1177,59,1,170,65,80,86,1,22
1178,63,1,156,71,96,95,1,29
1179,42,3,159,58,73,97,1,23
1180,41,5,167,57,73,83,5,21
1181,55,1,168,52,69,86,2,19
1182,66,1,163,53,78,93,1,20
1183,69,1,155,44,78,85,1,18
1184,66,1,153,74,106,106,1,32
1185,63,1,147,55,85,90,4,25
1186,62,1,163,44,67,78,1,17
1187,60,2,161,69,90,94,1,26
1188,54,1,150,68,103,101,2,30
1189,50,1,142,47,75,86,2,24
1190,50,1,152,66,94,91,5,29
1191,46,1,173,54,76,87,5,18
1192,45,2,167,62,80,93,3,22
1193,44,1,159,57,78,88,2,22
1194,44,2,155,63,87,88,4,26
1195,41,2,162,61,82,90,5,23
1196,42,3,148,47,74,83,5,21
1197,42,3,176,56,74,84,5,18
1198,69,1,163,52,73,84,1,20
1199,66,2,166,60,80,88,2,22
1200,56,2,162,76,94,98,1,29
1201,46,3,162,63,84,88,1,24
1202,45,2,155,60,77,90,1,25
1203,46,1,159,98,111,116,3,39
1204,68,1,171,72,97,96,1,25
1205,60,2,149,58,84,93,1,26
1206,63,1,162,75,95,97,1,29
1207,45,1,170,53,70,82,1,18
1208,43,3,172,67,87,92,4,23
1209,54,1,162,58,80,85,2,22
1210,41,2,160,49,68,86,3,19
1211,45,2,161,54,74,85,5,21
1212,41,2,152,54,71,87,8,23
1213,65,1,160,49,75,86,3,19
1214,63,1,148,61,96,103,1,28
1215,48,2,162,58,76,85,3,22
1216,44,2,159,77,89,98,3,30
1217,56,2,168,63,86,86,3,23
1218,69,1,146,60,94,91,4,28
1219,46,4,172,62,75,84,6,21
1220,66,1,150,44,77,86,1,20
1221,69,1,167,64,91,92,2,23
1222,68,1,150,56,83,87,5,25
1223,61,1,144,60,93,93,1,29
1224,50,2,160,63,94,89,3,25
1225,40,3,163,80,92,97,4,30
1226,62,1,144,59,88,90,1,28
1227,48,1,151,52,80,88,4,23
1228,58,1,158,83,103,105,2,33
1229,69,1,145,49,83,84,4,23
1230,45,3,161,71,88,98,5,28
1231,52,5,163,60,75,84,5,23
1232,45,6,168,68,85,87,7,24
1233,42,3,149,53,81,86,4,24
1234,61,1,150,56,87,92,2,25
1235,60,1,165,72,95,101,1,27
1236,58,3,167,70,91,89,2,25
1237,69,1,164,53,75,92,2,20
1238,65,1,141,40,63,80,1,20
1239,67,1,163,64,86,89,2,24
1240,67,1,158,67,94,90,6,27
1241,64,1,148,62,96,93,2,29
1242,53,1,155,72,101,102,5,30
1243,50,1,165,71,81,92,2,26
1244,43,2,175,61,78,86,1,20
1245,68,1,152,53,78,88,1,23
1246,43,2,177,68,85,101,5,22
1247,69,1,141,47,85,89,3,24
1248,46,2,166,75,90,94,5,27
1249,39,2,160,53,78,93,4,21
1250,40,4,152,72,86,100,4,31
1251,69,1,139,40,68,80,1,21
1252,39,3,170,90,99,104,5,31
1253,67,1,150,59,90,94,1,26
1254,39,3,168,64,80,96,5,23
1255,43,2,154,56,73,91,4,24
1256,66,1,157,58,93,92,7,23
1257,64,1,147,47,77,83,1,22
1258,53,1,155,64,86,93,4,27
1259,67,1,143,47,87,87,1,23
1260,67,1,159,54,76,89,2,21
1261,69,1,156,50,67,83,1,21
1262,69,1,150,58,95,94,1,26
1263,66,2,161,65,91,85,2,25
1264,66,3,166,55,75,83,1,20
1265,67,1,144,50,90,85,1,24
1266,65,1,162,52,76,84,1,20
1267,54,1,160,67,92,94,1,26
1268,65,1,157,66,96,90,2,27
1269,60,1,160,61,86,97,2,24
1270,65,1,158,56,78,88,1,23
1271,60,1,154,56,85,93,1,24
1272,62,1,151,55,82,89,3,24
1273,62,3,160,72,92,93,2,28
1274,61,4,166,61,79,89,3,22
1275,61,1,147,54,88,87,3,25
1276,62,1,151,59,90,92,3,26
1277,60,1,146,51,82,86,1,24
1278,59,1,143,57,95,93,1,28
1279,61,2,166,71,87,95,1,26
1280,60,2,170,67,89,89,3,23
1281,59,3,169,69,87,92,5,24
1282,62,1,148,57,88,93,1,26
1283,59,1,161,59,79,88,1,23
1284,55,1,154,49,75,86,1,21
1285,56,1,155,70,100,96,1,29
1286,50,2,165,69,88,96,2,25
1287,53,2,166,70,83,91,2,25
1288,50,1,145,46,74,89,1,22
1289,41,1,176,84,94,107,2,27
1290,51,2,164,76,93,99,3,28
1291,49,1,150,62,85,91,2,27
1292,50,2,168,67,81,91,3,24
1293,47,2,172,82,91,99,3,28
1294,45,1,168,78,93,95,3,28
1295,45,2,157,54,75,87,2,22
1296,42,2,161,53,72,89,2,21
1297,43,4,171,82,93,95,3,28
1298,57,2,154,50,71,84,1,21
1299,67,1,148,58,91,93,1,26
1300,66,1,143,61,93,95,1,30
1301,60,2,155,75,101,105,2,31
1302,63,2,165,52,76,83,1,19
1303,62,1,151,49,78,87,1,22
1304,49,1,166,56,73,88,2,20
1305,48,3,179,84,98,96,5,26
1306,41,1,171,73,79,92,3,25
1307,41,2,154,64,82,95,3,27
1308,67,1,134,46,80,90,3,26
1309,66,2,160,82,96,99,1,30
1310,63,1,153,69,99,98,1,30
1311,66,2,166,61,79,87,2,22
1312,66,1,150,54,83,85,2,24
1313,62,1,145,50,84,89,1,24
1314,59,1,153,58,85,90,1,25
1315,40,1,160,60,73,83,2,24
1316,60,3,163,78,93,94,2,29
1317,59,2,157,66,92,94,2,27
1318,61,1,163,57,83,89,1,22
1319,56,1,136,48,84,89,1,26
1320,59,2,170,76,91,93,2,26
1321,56,1,159,50,71,81,2,20
1322,55,5,155,56,80,89,2,23
1323,54,2,171,62,77,87,2,21
1324,50,2,150,61,92,94,1,27
1325,49,3,149,64,85,91,2,29
1326,54,1,159,78,100,103,1,31
1327,47,4,174,62,73,89,3,21
1328,47,3,163,55,71,88,4,21
1329,43,2,154,65,85,92,2,27
1330,43,5,172,66,74,87,3,22
1331,61,2,162,62,94,94,2,24
1332,69,1,159,72,92,99,1,29
1333,64,2,149,53,83,87,1,24
1334,64,3,171,84,98,94,4,29
1335,64,2,147,61,83,95,4,28
1336,57,5,168,62,79,86,3,22
1337,56,5,154,58,85,87,3,24
1338,56,1,155,54,77,86,1,22
1339,51,1,155,67,86,95,1,28
1340,52,1,170,75,88,96,5,26
1341,47,1,161,60,78,90,5,23
1342,53,1,162,58,79,90,3,22
1343,48,2,156,70,86,95,3,29
1344,42,1,160,63,77,89,5,25
1345,44,2,146,56,75,87,2,26
1346,46,3,179,67,82,90,5,21
1347,44,2,151,51,79,85,5,22
1348,45,1,155,54,82,90,2,23
1349,41,3,169,87,93,99,4,31
1350,46,5,163,58,79,93,3,22
1351,41,3,157,54,70,89,3,22
1352,67,5,158,67,100,100,3,27
1353,69,1,152,61,95,94,1,27
1354,69,1,171,54,72,96,1,18
1355,61,1,150,75,100,110,6,33
1356,66,1,152,63,89,94,1,27
1357,65,1,151,57,84,88,4,25
1358,44,3,166,83,88,99,5,30
1359,42,3,152,49,69,83,4,21
1360,62,3,158,53,72,85,1,21
1361,62,1,150,60,88,92,1,27
1362,53,1,156,71,97,100,2,29
1363,54,3,168,73,85,96,3,26
1364,46,2,149,54,80,92,3,24
1365,48,2,153,55,76,94,2,23
1366,48,4,169,70,81,92,4,25
1367,45,3,160,71,82,93,3,28
1368,67,1,149,57,91,96,3,26
1369,69,1,152,58,94,97,1,25
1370,69,1,151,49,83,95,1,21
1371,70,1,168,58,84,92,3,20
1372,64,1,149,60,92,99,1,27
1373,69,2,169,59,79,92,1,21
1374,56,1,152,54,86,92,2,24
1375,63,1,149,56,86,97,1,25
1376,69,3,158,54,75,82,2,22
1377,67,1,161,72,94,104,1,28
1378,62,1,150,49,83,86,1,22
1379,59,1,149,70,98,105,5,31
1380,58,1,156,57,87,89,1,23
1381,60,2,146,56,82,92,1,26
1382,62,1,149,48,79,92,2,22
1383,58,2,145,50,74,85,5,24
1384,59,2,174,63,89,94,1,21
1385,49,2,154,74,93,105,1,31
1386,55,2,157,59,82,92,1,24
1387,54,2,165,86,99,102,3,32
1388,53,2,150,46,72,87,3,20
1389,49,2,172,69,81,93,1,24
1390,49,2,143,52,75,93,4,25
1391,47,3,173,62,82,91,4,21
1392,41,1,162,68,98,99,4,26
1393,46,2,175,71,85,90,3,23
1394,65,2,150,60,90,98,2,26
1395,68,1,150,55,88,98,3,24
1396,41,2,166,63,73,87,3,23
1397,40,2,151,57,67,85,3,23
1398,42,1,165,65,82,95,3,24
1399,70,1,154,52,84,93,5,22
1400,68,1,146,49,79,85,1,23
1401,56,1,147,66,91,106,1,31
1402,66,1,166,77,96,104,1,28
1403,66,1,157,63,86,98,1,26
1404,42,3,157,61,77,94,4,25
1405,43,2,155,54,70,83,2,23
1406,57,1,149,59,87,89,2,26
1407,52,1,149,57,83,88,2,26
1408,48,2,151,47,65,83,2,21
1409,68,1,155,56,73,89,1,23
1410,67,1,150,51,80,86,4,23
1411,69,1,173,56,74,85,1,19
1412,68,1,149,61,94,97,1,28
1413,67,2,146,44,75,82,2,21
1414,67,1,154,78,105,106,1,33
1415,69,1,160,64,87,91,1,25
1416,64,1,146,54,84,85,1,25
1417,62,1,152,52,86,88,1,22
1418,63,3,161,61,80,86,4,23
1419,52,1,145,52,78,85,6,25
1420,50,3,163,73,85,91,6,27
1421,44,2,173,72,87,92,7,24
1422,67,1,156,43,71,82,1,18
1423,41,3,160,64,83,87,5,25
1424,49,2,168,66,86,93,2,24
1425,48,2,154,58,83,91,2,25
1426,49,2,172,67,78,87,3,23
1427,54,2,150,58,82,90,2,26
1428,69,1,140,53,86,87,1,27
1429,69,1,160,53,70,85,2,21
1430,68,1,147,58,93,92,1,27
1431,68,1,165,55,69,85,1,20
1432,68,2,165,81,101,101,1,30
1433,62,1,162,50,78,86,1,19
1434,69,1,162,68,85,91,5,26
1435,62,1,158,60,86,91,1,24
1436,65,1,162,60,84,91,1,23
1437,64,1,149,58,92,95,1,26
1438,61,4,165,62,87,89,5,23
1439,60,3,154,55,78,85,6,23
1440,50,2,154,51,70,83,6,21
1441,57,1,168,64,78,88,1,23
1442,53,1,152,45,69,82,1,20
1443,57,1,171,82,98,97,2,28
1444,53,2,153,52,69,84,2,22
1445,57,2,160,51,74,82,2,20
1446,47,2,153,62,87,90,2,27
1447,49,3,170,70,85,88,5,24
1448,47,2,146,50,78,84,5,23
1449,47,3,172,69,85,92,5,23
1450,49,3,168,75,87,94,4,27
1451,45,1,147,60,78,92,1,28
1452,48,3,171,70,87,89,5,24
1453,44,5,165,75,90,92,6,27
1454,43,3,157,58,79,89,6,24
1455,64,1,151,51,83,88,6,22
1456,64,1,157,63,89,92,1,25
1457,65,2,160,59,78,91,1,23
1458,66,3,165,57,80,88,1,21
1459,66,1,145,45,71,84,1,21
1460,64,2,160,75,96,95,3,30
1461,59,1,154,71,89,98,3,30
1462,58,4,155,61,91,93,3,25
1463,58,1,150,45,70,80,2,20
1464,61,1,167,55,75,87,1,20
1465,58,1,163,77,95,97,1,29
1466,53,1,147,53,77,88,1,25
1467,58,2,147,54,81,89,2,25
1468,55,3,164,61,87,87,2,23
1469,54,3,173,68,82,91,3,23
1470,48,2,158,80,94,101,1,32
1471,46,2,153,64,82,87,6,28
1472,51,3,167,70,84,92,8,25
1473,48,2,157,54,74,90,7,22
1474,49,3,173,77,92,93,5,26
1475,46,2,172,65,75,89,3,22
1476,46,3,165,66,80,90,4,24
1477,43,1,154,67,84,96,3,28
1478,68,1,150,47,74,87,2,21
1479,65,1,147,55,80,87,5,25
1480,63,1,167,64,78,88,3,23
1481,63,1,147,61,88,91,1,28
1482,59,1,169,67,86,92,3,24
1483,58,1,158,40,66,72,2,16
1484,52,2,163,56,81,92,1,21
1485,48,1,156,54,77,94,3,22
1486,50,3,158,57,81,90,1,23
1487,69,1,145,66,106,107,2,31
1488,64,2,165,76,99,103,2,28
1489,60,2,168,61,81,87,3,22
1490,54,2,156,65,89,98,3,27
1491,52,1,163,77,99,102,5,29
1492,49,1,155,71,92,104,1,30
1493,52,3,170,77,96,99,4,27
1494,43,2,158,68,88,99,4,27
1495,50,1,154,55,85,95,3,23
1496,51,3,168,75,86,94,4,27
1497,60,1,144,67,92,101,1,32
1498,68,1,155,69,104,97,1,29
1499,69,1,148,49,75,85,1,22
1500,66,1,154,53,78,87,1,22
1501,67,1,158,57,81,88,1,23
1502,57,1,150,63,97,92,1,28
1503,67,1,168,79,92,98,5,28
1504,66,1,150,67,91,94,2,30
1505,66,1,158,57,84,86,1,23
1506,66,1,149,62,87,94,1,28
1507,64,1,157,57,77,89,2,23
1508,59,1,162,63,87,94,1,24
1509,58,1,149,54,84,92,2,24
1510,61,1,152,51,79,91,1,22
1511,58,1,148,64,95,99,2,29
1512,55,1,150,57,81,89,1,25
1513,55,1,162,67,88,94,3,26
1514,55,1,159,70,97,97,2,28
1515,51,1,163,66,88,91,1,25
1516,50,1,150,52,79,86,3,23
1517,51,2,174,67,82,90,6,22
